State,County,Votes Biden,Votes Trump
Tennessee,Lauderdale County,3193,5672
Tennessee,Lawrence County,3195,15334
Tennessee,Lewis County,1068,4473
Tennessee,Lincoln County,2909,12258
Tennessee,Loudon County,6933,21684
Tennessee,Macon County,1307,8095
Tennessee,Madison County,18309,23922
Tennessee,Marion County,3165,9873
Tennessee,Marshall County,3603,11029
Tennessee,Maury County,14386,31408
Tennessee,McMinn County,4357,18175
Tennessee,McNairy County,1943,9085
Tennessee,Meigs County,1008,4464
Tennessee,Monroe County,3760,16742
Tennessee,Montgomery County,32426,42156
Tennessee,Moore County,573,2888
Tennessee,Morgan County,1161,6926
Tennessee,Obion County,2589,10790
Tennessee,Overton County,2028,7911
Tennessee,Perry County,615,2775
Tennessee,Pickett County,524,2373
Tennessee,Polk County,1492,6792
Tennessee,Putnam County,9154,23694
Tennessee,Rhea County,2363,11031
Tennessee,Roane County,6034,19195
Tennessee,Robertson County,8690,24535
Tennessee,Rutherford County,59177,81344
Tennessee,Scott County,986,8004
Tennessee,Sequatchie County,1295,5846
Tennessee,Sevier County,8695,33742
Tennessee,Shelby County,245208,129543
Tennessee,Smith County,1798,7124
Tennessee,Stewart County,1230,4942
Tennessee,Sullivan County,17226,55774
Tennessee,Sumner County,27630,63404
Tennessee,Tipton County,6832,20063
Tennessee,Trousdale County,1011,2930
Tennessee,Unicoi County,1610,6593
Tennessee,Union County,1248,6777
Tennessee,Van Buren County,544,2338
Tennessee,Warren County,4126,12323
Tennessee,Washington County,18214,40120
Tennessee,Wayne County,820,5795
Tennessee,Weakley County,3011,10382
Tennessee,White County,2134,9587
Tennessee,Williamson County,50161,86469
Tennessee,Wilson County,22197,50149
Texas,Anderson County,3934,15062
Texas,Andrews County,849,4937
Texas,Angelina County,9136,25070
Texas,Aransas County,2896,9210
Texas,Archer County,446,4300
Texas,Armstrong County,75,1035
Texas,Atascosa County,5865,12020
Texas,Austin County,2931,11282
Texas,Bailey County,407,1430
Texas,Bandera County,2503,10050
Texas,Bastrop County,15452,20486
Texas,Baylor County,179,1478
Texas,Bee County,3280,5999
Texas,Bell County,56032,67113
Texas,Bexar County,440823,303871
Texas,Blanco County,1905,5429
Texas,Borden County,16,395
Texas,Bosque County,1552,7446
Texas,Bowie County,10692,27053
Texas,Brazoria County,61780,89939
Texas,Brazos County,35242,47456
Texas,Brewster County,2251,2451
Texas,Briscoe County,77,639
Texas,Brooks County,1470,998
Texas,Brown County,2103,13681
Texas,Burleson County,1786,6740
Texas,Burnet County,5615,18721
Texas,Caldwell County,6536,7975
Texas,Calhoun County,2146,5640
Texas,Callahan County,734,6006
Texas,Cameron County,63732,48834
Texas,Camp County,1392,3626
Texas,Carson County,289,2747
Texas,Cass County,2777,10979
Texas,Castro County,466,1601
Texas,Chambers County,3997,17343
Texas,Cherokee County,4196,15065
Texas,Childress County,305,1928
Texas,Clay County,614,5064
Texas,Cochran County,176,806
Texas,Coke County,215,1565
Texas,Coleman County,451,3640
Texas,Collin County,227868,250194
Texas,Collingsworth County,155,1048
Texas,Colorado County,2403,3653
Texas,Comal County,24369,62260
Texas,Comanche County,852,5177
Texas,Concho County,197,1058
Texas,Cooke County,3205,15579
Texas,Coryell County,7542,15397
Texas,Cottle County,113,543
Texas,Crane County,241,1247
Texas,Crockett County,344,1219
Texas,Crosby County,527,1396
Texas,Culberson County,438,415
Texas,Dallam County,196,1386
Texas,Dallas County,597407,306572
Texas,Dawson County,808,2951
Texas,Deaf Smith County,1263,3293
Texas,Delta County,403,2157
Texas,Denton County,188023,221829
Texas,DeWitt County,1494,6567
Texas,Dickens County,130,850
Texas,Dimmit County,2264,1384
Texas,Donley County,198,1438
Texas,Duval County,2573,2442
Texas,Eastland County,982,7216
Texas,Ector County,11310,32586
Texas,Edwards County,166,893
Texas,El Paso County,168801,81235
Texas,Ellis County,27513,56651
Texas,Erath County,2914,13669
Texas,Falls County,1899,4177
Texas,Fannin County,2638,12150
Texas,Fayette County,2650,10163
Texas,Fisher County,352,1448
Texas,Floyd County,437,1581
Texas,Foard County,99,445
Texas,Fort Bend County,195191,157595
Texas,Franklin County,803,4153
Texas,Freestone County,1629,6966
Texas,Frio County,2421,2812
Texas,Gaines County,572,5323
Texas,Galveston County,58247,93306
Texas,Garza County,231,1411
Texas,Gillespie County,3163,12495
Texas,Glasscock County,39,611
Texas,Goliad County,872,3081
Texas,Gonzales County,1894,5568
Texas,Gray County,820,6812
Texas,Grayson County,14223,43776
Texas,Gregg County,14657,32352
Texas,Grimes County,2831,9419
Texas,Guadalupe County,28706,47423
Texas,Hale County,2271,7162
Texas,Hall County,167,992
Texas,Hamilton County,641,3613
Texas,Hansford County,166,1848
Texas,Hardeman County,241,1330
Texas,Hardin County,3449,23806
Texas,Harris County,911974,699822
Texas,Harrison County,7812,21318
Texas,Hartley County,195,1866
Texas,Haskell County,353,1837
Texas,Hays County,59213,47427
Texas,Hemphill County,206,1486
Texas,Henderson County,7048,28816
Texas,Hidalgo County,127391,89925
Texas,Hill County,2829,11869
Texas,Hockley County,1481,6534
Texas,Hood County,5641,26489
Texas,Hopkins County,3043,12713
Texas,Houston County,2312,7050
Texas,Howard County,2017,7899
Texas,Hudspeth County,371,771
Texas,Hunt County,8879,29135
Texas,Hutchinson County,957,7659
Texas,Irion County,120,759
Texas,Jack County,331,3415
Texas,Jackson County,1018,5116
Texas,Jasper County,2906,12453
Texas,Jeff Davis County,501,783
Texas,Jefferson County,46022,47535
Texas,Jim Hogg County,1197,831
Texas,Jim Wells County,6025,7389
Texas,Johnson County,16418,54523
Texas,Jones County,989,5621
Texas,Karnes County,1220,3959
Texas,Kaufman County,18290,37474
Texas,Kendall County,6008,20064
Texas,Kenedy County,65,127
Texas,Kent County,47,411
Texas,Kerr County,6510,20858
Texas,Kimble County,284,1987
Texas,King County,8,151
Texas,Kinney County,446,1144
Texas,Kleberg County,5359,5557
Texas,Knox County,265,1180
Texas,La Salle County,1052,1335
Texas,Lamar County,4420,16698
Texas,Lamb County,835,3513
Texas,Lampasas County,2134,8070
Texas,Lavaca County,1333,8802
Texas,Lee County,1745,6248
Texas,Leon County,1072,7522
Texas,Liberty County,5779,23288
Texas,Limestone County,2213,6786
Texas,Lipscomb County,131,1203
Texas,Live Oak County,819,4198
Texas,Llano County,3167,9996
Texas,Loving County,4,60
Texas,Lubbock County,39757,78560
Texas,Lynn County,428,1853
Texas,Madison County,1084,4165
Texas,Marion County,1331,3459
Texas,Martin County,288,1857
Texas,Mason County,566,2108
Texas,Matagorda County,3726,9836
Texas,Maverick County,16648,13762
Texas,McCulloch County,490,2898
Texas,McLennan County,36550,59432
Texas,McMullen County,53,460
Texas,Medina County,6731,15599
Texas,Menard County,196,819
Texas,Midland County,12258,45463
Texas,Milam County,2475,7950
Texas,Mills County,271,2214
Texas,Mitchell County,397,2169
Texas,Montague County,1097,8613
Texas,Montgomery County,74255,193224
Texas,Moore County,1059,4356
Texas,Morris County,1664,3841
Texas,Motley County,46,604
Texas,Nacogdoches County,8989,17359
Texas,Navarro County,5097,13787
Texas,Newton County,1175,4882
Texas,Nolan County,1161,4127
Texas,Nueces County,60749,64467
Texas,Ochiltree County,302,2811
Texas,Oldham County,81,917
Texas,Orange County,6354,29170
Texas,Palo Pinto County,2177,10170
Texas,Panola County,2057,9322
Texas,Parker County,12789,61584
Texas,Parmer County,488,2133
Texas,Pecos County,1378,3213
Texas,Polk County,5353,18496
Texas,Potter County,9867,22732
Texas,Presidio County,1463,721
Texas,Rains County,841,5147
Texas,Randall County,11414,57695
Texas,Reagan County,172,942
Texas,Real County,320,1643
Texas,Red River County,1244,4513
Texas,Reeves County,1394,2249
Texas,Refugio County,1108,2210
Texas,Roberts County,17,529
Texas,Robertson County,2359,5631
Texas,Rockwall County,18149,38842
Texas,Runnels County,531,3682
Texas,Rusk County,4624,16511
Texas,Sabine County,662,4767
Texas,San Augustine County,979,3005
Texas,San Jacinto County,2332,10154
Texas,San Patricio County,8971,16495
Texas,San Saba County,287,2308
Texas,Schleicher County,211,939
Texas,Scurry County,818,4978
Texas,Shackelford County,130,1484
Texas,Shelby County,2058,7962
Texas,Sherman County,91,885
Texas,Smith County,29343,68546
Texas,Somervell County,768,4099
Texas,Starr County,9099,8224
Texas,Stephens County,396,3385
Texas,Sterling County,51,584
Texas,Stonewall County,116,615
Texas,Sutton County,322,1222
Texas,Swisher County,478,1842
Texas,Tarrant County,403698,403271
Texas,Taylor County,14489,39439
Texas,Terrell County,119,334
Texas,Terry County,757,2809
Texas,Throckmorton County,82,806
Texas,Titus County,2852,7563
Texas,Tom Green County,14774,35149
Texas,Travis County,432062,159907
Texas,Trinity County,1323,5579
Texas,Tyler County,2188,11162
Texas,Upshur County,2869,15775
Texas,Upton County,169,1176
Texas,Uvalde County,4066,6160
Texas,Val Verde County,6401,7839
Texas,Van Zandt County,3419,22126
Texas,Victoria County,10371,23347
Texas,Walker County,7875,15368
Texas,Waller County,8130,14206
Texas,Ward County,761,3238
Texas,Washington County,4254,12949
Texas,Webb County,41820,25898
Texas,Wharton County,4671,11892
Texas,Wheeler County,168,2158
Texas,Wichita County,13024,31930
Texas,Wilbarger County,954,3520
Texas,Willacy County,3097,2437
Texas,Williamson County,142457,138649
Texas,Wilson County,6350,18457
Texas,Winkler County,358,1753
Texas,Wise County,4953,26986
Texas,Wood County,3487,18962
Texas,Yoakum County,419,2172
Texas,Young County,1036,7112
Texas,Zapata County,1820,2032
Texas,Zavala County,2864,1490
Utah,Beaver County,356,2673
Utah,Box Elder County,4072,19263
Utah,Cache County,15246,34377
Utah,Carbon County,2306,6255
Utah,Daggett County,105,473
Utah,Davis County,49128,82491
Utah,Duchesne County,830,7445
Utah,Emery County,566,4166
Utah,Garfield County,513,2149
Utah,Grand County,2733,2168
Utah,Iron County,4033,14474
Utah,Juab County,638,5069
Utah,Kane County,1005,2777
Utah,Millard County,529,4267
Utah,Morgan County,1060,4957
Utah,Piute County,86,773
Utah,Rich County,178,1118
Utah,Salt Lake County,207958,151098
Utah,San Juan County,2451,2634
Utah,Sanpete County,1724,9961
Utah,Sevier County,1032,8427
Utah,Summit County,11733,6122
Utah,Tooele County,8498,19531
Utah,Uintah County,1601,12777
Utah,Utah County,66766,165538
Utah,Wasatch County,5762,9953
Utah,Washington County,19877,64952
Utah,Wayne County,362,1207
Utah,Weber County,28864,38612
Vermont,Addison,445,379
Vermont,Albany,286,235
Vermont,Alburgh,550,499
Vermont,Andover,216,132
Vermont,Arlington,929,511
Vermont,Athens,120,84
Vermont,Bakersfield,395,272
Vermont,Baltimore,63,72
Vermont,Barnard,465,177
Vermont,Barnet,624,437
Vermont,Barre,2380,1298
Vermont,Barre Town,2512,2093
Vermont,Barton,687,570
Vermont,Belvidere,79,93
Vermont,Bennington,4369,2473
Vermont,Benson,258,305
Vermont,Berkshire,284,402
Vermont,Berlin,960,520
Vermont,Bethel,728,381
Vermont,Bloomfield,55,73
Vermont,Bolton,537,218
Vermont,Bradford,893,549
Vermont,Braintree,434,260
Vermont,Brandon,1213,896
Vermont,Brattleboro,5423,1052
Vermont,Bridgewater,372,212
Vermont,Bridport,392,321
Vermont,Brighton,258,342
Vermont,Bristol,1482,691
Vermont,Brookfield,506,307
Vermont,Brookline,217,96
Vermont,Brownington,218,265
Vermont,Brunswick,27,35
Vermont,Burke,534,366
Vermont,Burlington,3925,936
Vermont,Cabot,558,296
Vermont,Calais,886,221
Vermont,Cambridge,1521,587
Vermont,Canaan,239,241
Vermont,Castleton,1053,1037
Vermont,Cavendish,466,297
Vermont,Charleston,247,274
Vermont,Charlotte,2285,511
Vermont,Chelsea,404,284
Vermont,Chester,1089,619
Vermont,Chittenden,473,343
Vermont,Clarendon,656,782
Vermont,Colchester,6452,2852
Vermont,Concord,262,343
Vermont,Corinth,459,350
Vermont,Cornwall,663,145
Vermont,Coventry,245,294
Vermont,Craftsbury,558,190
Vermont,Danby,325,405
Vermont,Danville,855,559
Vermont,Derby,1167,1280
Vermont,Dorset,997,377
Vermont,Dover,613,295
Vermont,Dummerston,1034,280
Vermont,Duxbury,648,243
Vermont,East Haven,69,65
Vermont,East Montpelier,1315,391
Vermont,Eden,303,313
Vermont,Elmore,447,149
Vermont,Enosburgh,640,590
Vermont,Essex,9573,3415
Vermont,Fair Haven,624,647
Vermont,Fairfax,1648,1229
Vermont,Fairfield,625,474
Vermont,Fairlee,442,160
Vermont,Fayston,796,150
Vermont,Ferrisburg,1202,561
Vermont,Fletcher,494,291
Vermont,Franklin,318,407
Vermont,Georgia,1517,1295
Vermont,Glover,401,239
Vermont,Goshen,90,34
Vermont,Grafton,263,0
Vermont,Granby,20,23
Vermont,Grand Isle,831,538
Vermont,Granville,136,30
Vermont,Greensboro,365,106
Vermont,Groton,248,272
Vermont,Guildhall,79,90
Vermont,Guilford,975,345
Vermont,Halifax,273,193
Vermont,Hancock,102,57
Vermont,Hardwick,932,576
Vermont,Hartford,4525,1576
Vermont,Hartland,1511,631
Vermont,Highgate,698,977
Vermont,Hinesburg,2254,749
Vermont,Holland,139,210
Vermont,Hubbardton,221,191
Vermont,Huntington,1047,312
Vermont,Hyde Park,1118,546
Vermont,Ira,130,130
Vermont,Irasburg,257,405
Vermont,Isle La Motte,191,147
Vermont,Jamaica,406,149
Vermont,Jay,144,139
Vermont,Jericho,2657,904
Vermont,Johnson,994,528
Vermont,Killington,560,255
Vermont,Kirby,190,129
Vermont,Landgrove,0,0
Vermont,Leicester,296,230
Vermont,Lemington,25,23
Vermont,Lincoln,723,211
Vermont,Londonderry,744,347
Vermont,Lowell,201,273
Vermont,Ludlow,718,473
Vermont,Lunenburg,243,366
Vermont,Lyndon,1207,1136
Vermont,Maidstone,67,74
Vermont,Manchester,1985,732
Vermont,Marlboro,528,94
Vermont,Marshfield,586,336
Vermont,Mendon,445,314
Vermont,Middlebury,3476,732
Vermont,Middlesex,977,231
Vermont,Middletown Springs,308,225
Vermont,Milton,3268,2567
Vermont,Monkton,960,395
Vermont,Montgomery,449,278
Vermont,Montpelier,4576,468
Vermont,Moretown,904,220
Vermont,Morgan,172,218
Vermont,Morristown,2256,833
Vermont,Mount Holly,452,375
Vermont,Mount Tabor,55,56
Vermont,New Haven,732,396
Vermont,Newark,169,159
Vermont,Newbury,682,490
Vermont,Newfane,842,261
Vermont,Newport,1033,757
Vermont,Newport Town,341,415
Vermont,North Hero,430,250
Vermont,Northfield,1508,837
Vermont,Norton,44,62
Vermont,Norwich,2316,211
Vermont,Orange,261,324
Vermont,Orwell,367,351
Vermont,Panton,271,137
Vermont,Pawlet,496,369
Vermont,Peacham,357,141
Vermont,Peru,218,71
Vermont,Pittsfield,206,120
Vermont,Pittsford,896,784
Vermont,Plainfield,606,166
Vermont,Plymouth,267,121
Vermont,Pomfret,509,146
Vermont,Poultney,844,755
Vermont,Pownal,892,831
Vermont,Proctor,534,392
Vermont,Putney,1234,235
Vermont,Randolph,1662,792
Vermont,Reading,312,120
Vermont,Readsboro,203,212
Vermont,Richford,434,478
Vermont,Richmond,2287,572
Vermont,Ripton,280,76
Vermont,Rochester,526,183
Vermont,Rockingham,1703,718
Vermont,Roxbury,281,134
Vermont,Royalton,930,492
Vermont,Rupert,269,154
Vermont,Rutland,4679,3026
Vermont,Rutland Town,1365,1038
Vermont,Ryegate,329,298
Vermont,Salisbury,393,258
Vermont,Sandgate,147,96
Vermont,Searsburg,28,36
Vermont,Shaftsbury,1346,818
Vermont,Sharon,585,278
Vermont,Sheffield,197,163
Vermont,Shelburne,4358,953
Vermont,Sheldon,435,533
Vermont,Shoreham,445,263
Vermont,Shrewsbury,395,268
Vermont,South Burlington,10057,2271
Vermont,South Hero,903,376
Vermont,Springfield,2581,1768
Vermont,St. Albans,1947,938
Vermont,St. Albans Town,2126,1557
Vermont,St. George,310,131
Vermont,St. Johnsbury,2033,1218
Vermont,Stamford,254,267
Vermont,Stannard,82,28
Vermont,Starksboro,636,333
Vermont,Stockbridge,341,123
Vermont,Stowe,2706,599
Vermont,Strafford,656,118
Vermont,Stratton,119,67
Vermont,Sudbury,252,128
Vermont,Sunderland,386,240
Vermont,Sutton,245,275
Vermont,Swanton,1566,1546
Vermont,Thetford,1448,409
Vermont,Tinmouth,170,163
Vermont,Topsham,273,356
Vermont,Townshend,553,191
Vermont,Troy,370,394
Vermont,Tunbridge,514,314
Vermont,Underhill,1633,526
Vermont,Vergennes,1016,428
Vermont,Vernon,718,549
Vermont,Vershire,264,134
Vermont,Victory,17,36
Vermont,Waitsfield,1023,200
Vermont,Walden,351,207
Vermont,Wallingford,703,563
Vermont,Waltham,216,102
Vermont,Wardsboro,325,159
Vermont,Warren,1039,179
Vermont,Washington,306,283
Vermont,Waterbury,2778,621
Vermont,Waterford,421,387
Vermont,Waterville,227,209
Vermont,Weathersfield,1018,725
Vermont,Wells,315,416
Vermont,West Fairlee,219,125
Vermont,West Haven,78,70
Vermont,West Rutland,499,599
Vermont,West Windsor,618,200
Vermont,Westfield,190,146
Vermont,Westford,964,413
Vermont,Westminster,1303,429
Vermont,Westmore,126,102
Vermont,Weston,332,114
Vermont,Weybridge,517,78
Vermont,Wheelock,236,200
Vermont,Whiting,124,84
Vermont,Whitingham,397,340
Vermont,Williamstown,858,923
Vermont,Williston,4961,1699
Vermont,Wilmington,789,341
Vermont,Windham,187,83
Vermont,Windsor,1266,537
Vermont,Winhall,473,182
Vermont,Winooski,3005,585
Vermont,Wolcott,589,306
Vermont,Woodbury,372,196
Vermont,Woodford,95,96
Vermont,Woodstock,1645,402
Vermont,Worcester,464,125
Virginia,Accomack County,6835,8832
Virginia,Albemarle County,42078,20684
Virginia,Alexandria city,65201,14251
Virginia,Alleghany County,2221,5842
Virginia,Amelia County,2390,5370
Virginia,Amherst County,5367,10783
Virginia,Appomattox County,2403,6688
Virginia,Arlington County,102510,21598
Virginia,Augusta County,10748,30556
Virginia,Bath County,674,1824
Virginia,Bedford County,11986,35369
Virginia,Bland County,530,2899
Virginia,Botetourt County,5637,15033
Virginia,Bristol city,2287,5325
Virginia,Brunswick County,4533,3343
Virginia,Buchanan County,1582,8277
Virginia,Buckingham County,3456,4537
Virginia,Buena Vista city,825,1860
Virginia,Campbell County,7959,21033
Virginia,Caroline County,7733,8109
Virginia,Carroll County,2819,12638
Virginia,Charles City County,2610,1750
Virginia,Charlotte County,2309,3801
Virginia,Charlottesville city,20197,3046
Virginia,Chesapeake city,65330,57651
Virginia,Chesterfield County,111094,98541
Virginia,Clarke County,3914,5187
Virginia,Colonial Heights city,2961,6003
Virginia,Covington city,964,1578
Virginia,Craig County,584,2522
Virginia,Culpeper County,10509,15929
Virginia,Cumberland County,2221,3005
Virginia,Danville city,11568,7393
Virginia,Dickenson County,1501,5746
Virginia,Dinwiddie County,6194,8679
Virginia,Emporia city,1612,754
Virginia,Essex County,3029,3070
Virginia,Fairfax city,9048,3962
Virginia,Fairfax County,404886,162312
Virginia,Falls Church city,7077,1472
Virginia,Fauquier County,17362,25133
Virginia,Floyd County,2970,6189
Virginia,Fluvanna County,7289,8071
Virginia,Franklin city,2505,1482
Virginia,Franklin County,8312,20797
Virginia,Frederick County,16021,30126
Virginia,Fredericksburg city,8454,4016
Virginia,Galax city,775,1836
Virginia,Giles County,2151,6869
Virginia,Gloucester County,6884,14803
Virginia,Goochland County,6623,9882
Virginia,Grayson County,1529,6503
Virginia,Greene County,4089,6819
Virginia,Greensville County,2618,1911
Virginia,Halifax County,7638,10396
Virginia,Hampton city,45481,18191
Virginia,Hanover County,25003,44121
Virginia,Harrisonburg city,10868,5514
Virginia,Henrico County,110115,61280
Virginia,Henry County,8995,16601
Virginia,Highland County,416,1091
Virginia,Hopewell city,2962,2372
Virginia,Isle of Wight County,9346,13661
Virginia,James City County,25374,23059
Virginia,King and Queen County,1586,2447
Virginia,King George County,5381,8431
Virginia,King William County,3089,7230
Virginia,Lancaster County,3361,3694
Virginia,Lee County,1489,8365
Virginia,Lexington city,1782,901
Virginia,Loudoun County,135806,81107
Virginia,Louisa County,8205,13244
Virginia,Lunenburg County,2404,3525
Virginia,Lynchburg city,17447,16697
Virginia,Madison County,2684,5294
Virginia,Manassas city,10100,6182
Virginia,Manassas Park city,3913,2062
Virginia,Martinsville city,3755,2165
Virginia,Mathews County,1824,3900
Virginia,Mecklenburg County,6751,9234
Virginia,Middlesex County,2482,4181
Virginia,Montgomery County,23012,20532
Virginia,Nelson County,4301,4791
Virginia,New Kent County,3135,8898
Virginia,Newport News city,50319,25594
Virginia,Norfolk city,52846,19995
Virginia,Northampton County,3643,2947
Virginia,Northumberland County,3239,4471
Virginia,Norton city,463,1109
Virginia,Nottoway County,2966,4022
Virginia,Orange County,7921,12373
Virginia,Page County,2982,9316
Virginia,Patrick County,1948,7474
Virginia,Petersburg city,12293,1573
Virginia,Pittsylvania County,10027,23677
Virginia,Poquoson city,2048,5592
Virginia,Portsmouth city,30447,12634
Virginia,Powhatan County,5299,14026
Virginia,Prince Edward County,4937,4428
Virginia,Prince George County,6870,10106
Virginia,Prince William County,139502,76432
Virginia,Pulaski County,4914,12110
Virginia,Radford city,3330,2773
Virginia,Rappahannock County,2075,2795
Virginia,Richmond city,86460,15707
Virginia,Richmond County,1513,2547
Virginia,Roanoke city,25929,15356
Virginia,Roanoke County,21218,33758
Virginia,Rockbridge County,4022,8047
Virginia,Rockingham County,9311,28608
Virginia,Russell County,2360,10850
Virginia,Salem city,5143,7676
Virginia,Scott County,1692,8981
Virginia,Shenandoah County,6763,16390
Virginia,Smyth County,2989,10941
Virginia,Southampton County,3917,5716
Virginia,Spotsylvania County,34344,39471
Virginia,Stafford County,39657,37308
Virginia,Staunton city,6886,5642
Virginia,Suffolk city,28484,20006
Virginia,Surry County,2394,2023
Virginia,Sussex County,2822,2217
Virginia,Tazewell County,3169,16665
Virginia,Virginia Beach city,134252,115107
Virginia,Warren County,6564,14033
Virginia,Washington County,6583,21615
Virginia,Waynesboro city,4918,5474
Virginia,Westmoreland County,4453,5286
Virginia,Williamsburg city,4754,1953
Virginia,Winchester city,6451,5156
Virginia,Wise County,3084,13315
Virginia,Wythe County,3136,11724
Virginia,York County,17410,20087
Washington,Adams County,1064,2361
Washington,Asotin County,3442,5825
Washington,Benton County,37434,59053
Washington,Chelan County,15454,16975
Washington,Clallam County,21964,19387
Washington,Clark County,133193,115540
Washington,Columbia County,644,1699
Washington,Cowlitz County,23480,33912
Washington,Douglas County,6727,11241
Washington,Ferry County,1415,2669
Washington,Franklin County,12786,17583
Washington,Garfield County,362,1062
Washington,Grant County,8386,16662
Washington,Grays Harbor County,14043,14174
Washington,Island County,28374,22182
Washington,Jefferson County,15619,5910
Washington,King County,885638,260210
Washington,Kitsap County,87680,58824
Washington,Kittitas County,9470,11106
Washington,Klickitat County,5216,6203
Washington,Lewis County,14316,29074
Washington,Lincoln County,1694,5095
Washington,Mason County,16999,18342
Washington,Okanogan County,5661,6272
Washington,Pacific County,6283,6176
Washington,Pend Oreille County,2578,5655
Washington,Pierce County,241482,190487
Washington,San Juan County,9209,2769
Washington,Skagit County,23033,15310
Washington,Skamania County,3016,3694
Washington,Snohomish County,245708,157772
Washington,Spokane County,130820,142122
Washington,Stevens County,4783,8652
Washington,Thurston County,86181,54881
Washington,Wahkiakum County,1150,1711
Washington,Walla Walla County,8289,8246
Washington,Whatcom County,82463,49809
Washington,Whitman County,8794,7245
Washington,Yakima County,26119,30285
West Virginia,Barbour County,1438,5094
West Virginia,Berkeley County,16075,32062
West Virginia,Boone County,2029,6775
West Virginia,Braxton County,1453,4115
West Virginia,Brooke County,2936,7516
West Virginia,Cabell County,14733,21440
West Virginia,Calhoun County,563,2346
West Virginia,Clay County,640,2661
West Virginia,Doddridge County,432,2592
West Virginia,Fayette County,5031,11514
West Virginia,Gilmer County,591,1997
West Virginia,Grant County,605,4861
West Virginia,Greenbrier County,4641,10898
West Virginia,Hampshire County,1919,7829
West Virginia,Hancock County,3670,9653
West Virginia,Hardy County,1371,4827
West Virginia,Harrison County,9149,20581
West Virginia,Jackson County,3197,10025
West Virginia,Jefferson County,11831,14813
West Virginia,Kanawha County,34139,46086
West Virginia,Lewis County,1531,5759
West Virginia,Lincoln County,1703,5967
West Virginia,Logan County,2325,10501
West Virginia,Marion County,8836,16218
West Virginia,Marshall County,3348,10137
West Virginia,Mason County,2511,8422
West Virginia,McDowell County,1323,5125
West Virginia,Mercer County,5522,19185
West Virginia,Mineral County,2579,9904
West Virginia,Mingo County,1385,8521
West Virginia,Monongalia County,20064,20656
West Virginia,Monroe County,1330,5012
West Virginia,Morgan County,1945,6157
West Virginia,Nicholas County,2206,8221
West Virginia,Ohio County,7139,12226
West Virginia,Pendleton County,816,2764
West Virginia,Pleasants County,692,2726
West Virginia,Pocahontas County,1039,2876
West Virginia,Preston County,3147,11143
West Virginia,Putnam County,7824,19921
West Virginia,Raleigh County,7841,24297
West Virginia,Randolph County,3353,8655
West Virginia,Ritchie County,585,3637
West Virginia,Roane County,1451,4199
West Virginia,Summers County,1444,4068
West Virginia,Taylor County,1787,5439
West Virginia,Tucker County,933,2833
West Virginia,Tyler County,626,3183
West Virginia,Upshur County,2247,7721
West Virginia,Wayne County,3964,12462
West Virginia,Webster County,608,2737
West Virginia,Wetzel County,1529,4933
West Virginia,Wirt County,461,2103
West Virginia,Wood County,10816,26963
West Virginia,Wyoming County,1149,7254
Wisconsin,Adams County,4329,7362
Wisconsin,Ashland County,4794,3845
Wisconsin,Barron County,9194,15803
Wisconsin,Bayfield County,6155,4617
Wisconsin,Brown County,65509,75865
Wisconsin,Buffalo County,2859,4834
Wisconsin,Burnett County,3569,6461
Wisconsin,Calumet County,12115,18142
Wisconsin,Chippewa County,14001,21316
Wisconsin,Clark County,4520,10001
Wisconsin,Columbia County,16408,16925
Wisconsin,Crawford County,3953,4620
Wisconsin,Dane County,260157,78789
Wisconsin,Dodge County,16355,31354
Wisconsin,Door County,10044,9752
Wisconsin,Douglas County,13214,10919
Wisconsin,Dunn County,9909,13176
Wisconsin,Eau Claire County,31617,25339
Wisconsin,Florence County,781,2133
Wisconsin,Fond du Lac County,20588,35754
Wisconsin,Forest County,1722,3287
Wisconsin,Grant County,10942,13981
Wisconsin,Green County,10850,10165
Wisconsin,Green Lake County,3344,7165
Wisconsin,Iowa County,7828,5907
Wisconsin,Iron County,1533,2439
Wisconsin,Jackson County,4255,5789
Wisconsin,Jefferson County,19904,27209
Wisconsin,Juneau County,4747,8749
Wisconsin,Kenosha County,42191,44972
Wisconsin,Kewaunee County,3977,7927
Wisconsin,La Crosse County,37817,28661
Wisconsin,Lafayette County,3647,4820
Wisconsin,Langlade County,3703,7330
Wisconsin,Lincoln County,6260,10017
Wisconsin,Manitowoc County,16815,27217
Wisconsin,Marathon County,30807,44623
Wisconsin,Marinette County,7363,15303
Wisconsin,Marquette County,3239,5719
Wisconsin,Menominee County,1303,278
Wisconsin,Milwaukee County,317251,134355
Wisconsin,Monroe County,8432,13775
Wisconsin,Oconto County,6715,16226
Wisconsin,Oneida County,10105,13671
Wisconsin,Outagamie County,47659,58379
Wisconsin,Ozaukee County,26515,33912
Wisconsin,Pepin County,1489,2584
Wisconsin,Pierce County,9789,12813
Wisconsin,Polk County,9361,16590
Wisconsin,Portage County,20426,19298
Wisconsin,Price County,3132,5394
Wisconsin,Racine County,50154,54475
Wisconsin,Richland County,3995,4877
Wisconsin,Rock County,46649,37133
Wisconsin,Rusk County,2517,5257
Wisconsin,Sauk County,18103,17489
Wisconsin,Sawyer County,4494,5883
Wisconsin,Shawano County,7131,15447
Wisconsin,Sheboygan County,27109,37624
Wisconsin,St. Croix County,23190,32190
Wisconsin,Taylor County,2693,7656
Wisconsin,Trempealeau County,6283,8828
Wisconsin,Vernon County,7457,8216
Wisconsin,Vilas County,5903,9261
